Name,Platform,Year,Genre,Publisher,ID,Date
Pikmin 2,GC,2004,Strategy,Nintendo,6669,24/11/2004
DragonHeart: Fire & Steel,PS,1996,Action,Acclaim Entertainment,19355,17/11/1996
Archer Maclean Presents: Pool Paradise,GC,2004,Sports,Ignition Entertainment,19798,07/06/2004
Sega Superstars,PS2,2004,Misc,Sega,13434,14/10/2004
Garfield: A Tale of Two Kitties,DS,2006,Platform,Game Factory,19257,21/03/2006
Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,3DS,2012,Action,Namco Bandai Games,16620,12/06/2012
Monster Truck Madness 64,N64,1999,Racing,Take-Two Interactive,10885,26/10/1999
Punch King,GBA,2002,Fighting,Acclaim Entertainment,18305,13/11/2002
Jumble Madness,DS,2009,Puzzle,Destineer,17681,06/06/2009
Cabela's Trophy Bucks,Wii,2008,Sports,Activision Value,17291,04/01/2008
Sushi Go-Round,Wii,2010,Simulation,Asylum Entertainment,17955,12/12/2010
[Prototype 2],X360,2012,Action,Activision,7574,21/09/2012
Zoo Tycoon 2 DS,DS,2008,Strategy,THQ,10864,14/05/2008
Dragon's Crown,PS3,2013,Role-Playing,Nippon Ichi Software,8763,19/03/2013
World Stadium 4,PS,2000,Sports,Namco Bandai Games,13517,20/07/2000
Homefront,PC,2011,Shooter,THQ,11794,06/01/2011
Discovery Kids: Spider Quest,DS,2009,Misc,505 Games,16556,01/12/2009
J-League Pro Soccer Club o Tsukurou! 6: Pride of J,PSP,2009,Sports,Sega,13650,19/11/2009
Backyard NFL Football '10,Wii,2009,Sports,Atari,13321,06/03/2009
Zatch Bell! Mamodo Battles,GC,2005,Fighting,Namco Bandai Games,17255,17/04/2005
Nectaris: Military Madness,PS,1998,Strategy,Hudson Soft,19515,07/12/1998
Atlantic Quest,PC,2011,Puzzle,Avanquest,20467,04/11/2011
Ranma 1/2: Akanekodan Teki Hihou,SNES,1993,Role-Playing,TOHO,15331,05/10/1993
Intellivision Lives!,PS2,2003,Misc,Play It,13566,02/11/2003
Dragon Ball Z: Budokai Tenkaichi 2,Wii,2006,Fighting,Atari,10951,27/05/2006
Red Dead Redemption: Undead Nightmare,X360,2010,Action,Take-Two Interactive,6921,07/12/2010
Bolt,DS,2008,Adventure,Disney Interactive Studios,8256,27/02/2008
Dragon Tales: Dragon Seek,PS,2000,Platform,Ubisoft,15942,08/02/2000
Smash Court Tennis 3,PSP,2007,Sports,Namco Bandai Games,18281,08/11/2007
Major League Baseball 2K12,DS,2012,Sports,Take-Two Interactive,16316,07/11/2012
Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),PS2,2007,Strategy,Konami Digital Entertainment,15922,15/03/2007
NHL 09,PC,2008,Sports,Electronic Arts,20443,18/02/2008
Max Payne,PC,2001,Shooter,Take-Two Interactive,20139,20/12/2001
Suikoden II,PS,1998,Role-Playing,Konami Digital Entertainment,7993,27/11/1998
Kinectimals,X360,2010,Simulation,Microsoft Game Studios,6121,13/03/2010
Onimusha Essentials,PS2,2008,Action,Capcom,14131,18/04/2008
BRAHMA Force: The Assault on Beltlogger 9,PS,1996,Shooter,JVC,19518,24/10/1996
Just Dance: Summer Party,Wii,2011,Misc,Ubisoft,9486,26/07/2011
Tony Hawk's Project 8,PSP,2006,Sports,Activision,8573,17/03/2006
SaGa Frontier 2,PS,1999,Role-Playing,SquareSoft,7209,21/08/1999
Winter Sports 3: The Great Tournament,Wii,2010,Sports,Tradewest,18220,13/10/2010
Dynasty Warriors Vs,3DS,2012,Action,Ackkstudios,17311,08/02/2012
Glover,N64,1998,Platform,Hasbro Interactive,7283,21/11/1998
Fight Night Round 2004,XB,2004,Fighting,Electronic Arts,8017,21/08/2004
Rugrats: Search For Reptar,PS,1998,Adventure,THQ,5400,04/08/1998
Ultraman Fighting Evolution 3,PS2,2004,Fighting,Banpresto,21330,17/06/2004
BattleForge,PC,2009,Strategy,Electronic Arts,21186,18/02/2009
Grand Kingdom,PS4,2015,Role-Playing,Nippon Ichi Software,17802,14/03/2015
LEGO Batman: The Videogame,PSP,N/A,Action,Warner Bros. Interactive Entertainment,6498,01/01/2000
J-League Winning Eleven 2007: Club Championship,PS2,2007,Sports,Konami Digital Entertainment,10766,10/01/2007
The Legend of Zelda,NES,1986,Action,Nintendo,5127,22/06/1986
Resident Evil Zero,XOne,2016,Action,Capcom,16803,05/07/2016
Dead or Alive 5,PS4,2015,Fighting,Tecmo Koei,10482,14/09/2015
Fate/Unlimited Codes,PS2,2008,Fighting,Capcom,14158,03/05/2008
Astro Boy: The Video Game,Wii,2009,Action,D3Publisher,15252,02/03/2009
NFL Blitz 20-02,GC,2002,Sports,Midway Games,16118,22/07/2002
Pro Evolution Soccer 2012,X360,2011,Action,Konami Digital Entertainment,8955,09/11/2011
Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,PSP,2011,Adventure,Idea Factory,19856,12/01/2011
Petz: Horsez 2,DS,2007,Simulation,Ubisoft,9459,25/03/2007
Jampack Winter '98,PS,1998,Misc,Sony Computer Entertainment,6810,15/07/1998
Burning Road,PS,1996,Racing,FunSoft,14843,17/11/1996
Luminous Arc 2,DS,2008,Role-Playing,Rising Star Games,12047,26/09/2008
Picture Perfect Hair Salon,DS,2009,Simulation,505 Games,16781,26/01/2009
Spy Hunter 2,XB,2003,Racing,Midway Games,14331,06/12/2003
Madden NFL 2003,PS2,2002,Sports,Electronic Arts,5279,02/11/2002
Pro Yaky? Spirits 2014,PSP,2014,Sports,Konami Digital Entertainment,16096,19/07/2014
X-Man,2600,1982,Action,Universal Gamex,8215,13/04/1982
Wall-E,PS2,2008,Platform,THQ,7731,23/08/2008
Dark Souls II,PC,2014,Role-Playing,Namco Bandai Games,13117,01/04/2014
Iridion II,GBA,2003,Shooter,Vivendi Games,14509,02/06/2003
Overlord,PC,2007,Strategy,Codemasters,20144,03/10/2007
Wall-E,PC,2008,Platform,THQ,20797,23/11/2008
NieR,PS3,2010,Role-Playing,Square Enix,8163,18/06/2010
Kakuto Chojin,XB,2002,Fighting,Microsoft Game Studios,18310,26/10/2002
Xenosaga I·II,DS,2006,Role-Playing,Namco Bandai Games,20013,23/04/2006
Crash of the Titans,DS,2007,Action,Vivendi Games,9075,01/09/2007
Crayola: Colorful Journey,Wii,2009,Misc,Crave Entertainment,16689,18/01/2009
Family Party: 30 Great Games Outdoor Fun,Wii,2009,Misc,D3Publisher,13622,26/07/2009
The Sims 3: Barnacle Bay,PC,2011,Simulation,Electronic Arts,16792,01/02/2011
My Healthy Cooking Coach,DS,N/A,Simulation,Unknown,15559,01/01/2000
NFL Xtreme 2,PS,1999,Sports,989 Studios,9129,15/01/1999
Ratchet & Clank Future: A Crack in Time,PS3,2009,Platform,Sony Computer Entertainment,5912,01/03/2009
Sonic & All-Stars Racing Transformed,PS3,2012,Racing,Sega,8703,14/08/2012
Dead or Alive 2,DC,2000,Fighting,Acclaim Entertainment,14164,24/08/2000
Kingdom Hearts 3D: Dream Drop Distance,3DS,2012,Action,Square Enix,6176,07/04/2012
WWF SmackDown! 2: Know Your Role,PS,2000,Fighting,THQ,5423,23/08/2000
Hexen: Beyond Heretic,PS,1997,Shooter,GT Interactive,15314,01/03/1997
Star Ocean: Till The End of Time,PS2,2003,Role-Playing,Ubisoft,6039,11/10/2003
Two Worlds II,PC,2011,Role-Playing,Unknown,12521,02/08/2011
Dave Mirra BMX Challenge,Wii,2007,Sports,505 Games,16956,07/12/2007
Final Fantasy Collection,PS,1999,Role-Playing,Square,9383,28/09/1999
BioShock,PS3,2008,Shooter,Take-Two Interactive,6318,25/09/2008
Transformers: Dark of the Moon,PS3,2011,Action,Activision,10153,20/09/2011
Derby Time 2006,PSP,2006,Sports,Sony Computer Entertainment,19908,21/08/2006
"Flower, Sun, and Rain",DS,2008,Adventure,Rising Star Games,16908,27/01/2008
Toriko: Gourmet Survival!,PSP,2011,Role-Playing,Namco Bandai Games,10250,26/05/2011
Secret Files: Tunguska,PC,2006,Adventure,DreamCatcher Interactive,18442,14/09/2006
Science Papa,Wii,2009,Misc,Activision,14227,28/12/2009
Momotarou Dentetsu 20-Shuunen,DS,2008,Misc,Hudson Soft,10594,07/02/2008
NHL Legacy,X360,2015,Action,Electronic Arts,17830,28/11/2015
Sim Theme Park,PS,1999,Strategy,Electronic Arts,8191,11/02/1999
The LEGO Movie Videogame,PSV,2014,Action,Warner Bros. Interactive Entertainment,9732,23/11/2014
G-Saviour,PS2,2000,Action,Sunrise Interactive,17013,17/02/2000
Cabela's Deer Hunt: 2004 Season,PS2,2003,Sports,Activision Value,7685,11/06/2003
College Hoops 2K8,PS3,2007,Sports,Take-Two Interactive,14214,14/01/2007
The Price is Right,Wii,2008,Misc,Ubisoft,7495,16/11/2008
Final Fantasy Chronicles,PS,2001,Role-Playing,Square,8833,28/07/2001
Gundam: The Battle Master,PS,1997,Fighting,Namco Bandai Games,14133,12/07/1997
Metal Saga: Hagane no Kisetsu,DS,2006,Role-Playing,Success,19682,03/04/2006
NFL Blitz Pro,GC,2003,Sports,Midway Games,20149,28/03/2003
Dune 2000,PS,1999,Strategy,Electronic Arts,11744,16/10/1999
NBA Hangtime,PS,1996,Sports,Midway Games,17500,01/05/1996
Strikers 1945,SAT,1996,Shooter,Atlus,18216,27/09/1996
Naruto Shippuden: Ultimate Ninja Storm 4,PS4,2016,Fighting,Namco Bandai Games,6958,03/12/2016
Peppa Pig: Fun and Games,Wii,2010,Misc,Ubisoft,14332,23/10/2010
Tales of Berseria,PS3,2016,Role-Playing,Namco Bandai Games,15231,22/06/2016
Halo 2,PC,2007,Shooter,Microsoft Game Studios,15816,05/02/2007
Castlevania Chronicles,PS,2001,Platform,Konami Digital Entertainment,14339,07/02/2001
Persona 4: Arena,X360,2012,Fighting,Atlus,14418,20/06/2012
LittleBigPlanet PS Vita,PSV,2012,Platform,Sony Computer Entertainment,6296,22/01/2012
Superman: Shadow of Apokolips,PS2,2002,Action,Atari,9605,22/05/2002
The Incredible Hulk,GBA,2003,Action,Universal Interactive,8563,13/03/2003
Cosmic Ark,2600,1981,Shooter,Imagic,6965,09/05/1981
Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,SNES,1994,Fighting,Angel Studios,14919,11/01/1994
Wayne Gretzky's 3D Hockey '98,N64,1997,Sports,Midway Games,11691,18/12/1997
Mad Dog McCree: Gunslinger Pack,Wii,2009,Shooter,Majesco Entertainment,16103,16/01/2009
Toy Story 2: Buzz Lightyear to the Rescue!,N64,1999,Platform,Activision,7235,21/03/1999
JoJo's Bizarre Adventure: All Star Battle,PS3,2013,Fighting,Namco Bandai Games,8477,21/07/2013
Yakuza 4,PS3,N/A,Action,Sega,7134,01/01/2000
WWE All Stars,PSP,2011,Fighting,THQ,12992,06/03/2011
Mugen Souls Z,PS3,2013,Role-Playing,Nippon Ichi Software,16838,14/06/2013
Kingdom Hearts Re: Chain of Memories,PS2,2008,Role-Playing,Square Enix,7385,23/11/2008
The Grim Adventures of Billy & Mandy,GC,2006,Action,Midway Games,13246,04/12/2006
Viva Pinata,X360,2006,Simulation,Microsoft Game Studios,6124,20/05/2006
Hard Hitter Tennis,PS2,2001,Sports,Midas Interactive Entertainment,10883,13/10/2001
11eyes: CrossOver,PSP,2010,Adventure,5pb,20552,22/09/2010
Ninja Gaiden Black,XB,2005,Action,Microsoft Game Studios,15915,01/02/2005
Final Fantasy XIV: Heavensward,PS3,2015,Action,Square Enix,20268,24/04/2015
Kenka Banchou 4: Ichinen Sensou,PSP,2010,Action,Spike,12876,21/02/2010
Medal of Honor,X360,2010,Shooter,Electronic Arts,5582,11/02/2010
Puzzle Guzzle,PSP,2007,Puzzle,DHM Interactive,20591,25/05/2007
Gyakuten Saiban 2,GBA,2002,Action,Capcom,14174,01/12/2002
Ceville,PC,2009,Action,Kalypso Media,20046,13/11/2009
Star Trek: Invasion,PS,2000,Simulation,Activision,11494,27/09/2000
Super Robot Taisen A,GBA,2001,Strategy,Banpresto,10239,19/02/2001
Shaun White Skateboarding,PC,2010,Sports,Ubisoft,19407,26/08/2010
Mini Ninjas,PS3,2009,Action,Eidos Interactive,10280,18/08/2009
Clever Kids: Pirates,DS,2008,Misc,Midas Interactive Entertainment,19140,24/08/2008
The Great Mystery Hidden Object Package 5,PC,2015,Adventure,Rondomedia,19631,24/01/2015
Universe at War: Earth Assault,X360,2008,Action,Sega,15459,02/05/2008
Call of Duty: Modern Warfare Trilogy,X360,2016,Shooter,Activision,20804,04/05/2016
Fire Emblem: Monsh? no Nazo,SNES,1994,Role-Playing,Nintendo,7938,13/03/1994
James Bond 007: Agent Under Fire,GC,2002,Shooter,Electronic Arts,7823,13/05/2002
Dynasty Warriors Vol. 2,PSP,2006,Action,Tecmo Koei,18252,15/06/2006
ZhuZhu Pets: Featuring The Wild Bunch,Wii,2010,Simulation,Activision,10060,15/02/2010
NBA 2K16,PS4,2015,Sports,Take-Two Interactive,5314,28/03/2015
The $1 Pyramid,Wii,2011,Misc,Ubisoft,16092,20/10/2011
Ready 2 Rumble Boxing: Round 2,N64,2000,Fighting,Midway Games,11871,24/06/2000
"SpongeBob SquarePants: Lights, Camera, Pants!",GC,2005,Misc,THQ,9456,01/12/2005
The Sims 2: Ikea Home Stuff,PC,2008,Simulation,Electronic Arts,16388,17/11/2008
Rollcage,PS,1999,Racing,Psygnosis,12446,03/04/1999
How to Train Your Dragon,PS3,2010,Action,Activision,13047,24/02/2010
Army Men: Air Combat - The Elite Missions,GC,2003,Shooter,3DO,21308,23/02/2003
Sports Illustrated for Kids: Football,GBA,2003,Sports,BAM! Entertainment,13004,10/07/2003
Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007,Fighting,Atari,6991,20/10/2007
M&M's Blast!,GBA,2001,Puzzle,Unknown,11276,26/02/2001
Hatsune Miku: Project Diva X,PS4,2016,Misc,Sega,18885,23/12/2016
Hot Shots Tennis,PS2,2006,Sports,Sony Computer Entertainment,7306,05/06/2006
The Unholy War,PS,1998,Strategy,Eidos Interactive,14432,28/05/1998
Psychedelica of the Black Butterfly,PSV,2015,Action,Idea Factory,20846,23/04/2015
The Legend of Spyro: A New Beginning,GC,2006,Platform,Vivendi Games,12903,03/07/2006
SD Gundam GX,SNES,1994,Strategy,Namco Bandai Games,12962,18/01/1994
Alice in Wonderland,Wii,2010,Adventure,Disney Interactive Studios,8798,20/03/2010
Nanashi no Game,DS,2008,Adventure,Square Enix,16612,10/10/2008
SingStar Singalong With Disney,PS2,2008,Misc,Sony Computer Entertainment,8285,03/10/2008
TNN Motor Sports Hardcore 4x4,PS,1996,Racing,ASC Games,6499,12/10/1996
Amplitude,PS2,2003,Misc,Sony Computer Entertainment,13038,22/11/2003
Shattered Union,XB,2005,Strategy,Take-Two Interactive,18723,12/09/2005
Iron Man 2,X360,2010,Action,Sega,11282,05/10/2010
Taikou Risshiden V,PSP,2009,Strategy,Tecmo Koei,18927,18/07/2009
Guilty Gear Isuka,PS2,2004,Fighting,505 Games,15766,26/08/2004
NFL Blitz,PS,1998,Sports,Midway Games,6255,19/09/1998
Front Mission Evolved,PC,2010,Shooter,Square Enix,17871,22/01/2010
Naruto Shippuden: Gekito Ninja Taisen! EX 3,Wii,2008,Fighting,Takara Tomy,16744,08/07/2008
Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,SAT,1995,Misc,Sega,18089,16/03/1995
The Void,PC,2008,Adventure,Mamba Games,19132,09/05/2008
Dragon Valor,PS,1999,Role-Playing,Sony Computer Entertainment,17088,13/01/1999
WWE 2K16,PS3,2015,Sports,Take-Two Interactive,8483,23/04/2015
Gladiator Begins,PSP,2010,Action,PQube,14714,04/09/2010
Novastorm,PS,1995,Shooter,Psygnosis,18704,18/11/1995
MadWorld,Wii,2009,Action,Sega,7562,25/01/2009
Guitar Hero: World Tour,Wii,2008,Misc,Activision,5343,18/09/2008
Cubix Robots for Everyone: Clash 'n' Bash,GBA,N/A,Action,Unknown,10195,01/01/2000
Juggler DS,DS,2008,Misc,Commseed,21457,02/05/2008
Record of Agarest War Zero,PS3,N/A,Strategy,Ghostlight,14742,01/01/2000
Resident Evil: Outbreak,PS2,2003,Action,Capcom,6321,03/12/2003
RPG Tsukuru DS,DS,2010,Role-Playing,Enterbrain,18011,27/04/2010
Rugby 15,XOne,2015,Sports,Bigben Interactive,16241,22/10/2015
MX World Tour Featuring Jamie Little,PS2,2005,Racing,Play It,13287,04/06/2005
Driver 2 Advance,GBA,2002,Action,Atari,10367,19/12/2002
Mario Party,N64,1998,Misc,Nintendo,5554,15/03/1998
Samurai Shodown,NG,1993,Fighting,SNK,17084,08/12/1993
Indiana Jones and the Staff of Kings,DS,2009,Action,Activision,11515,17/03/2009
NHL 97,PS,1996,Sports,Electronic Arts,9214,10/08/1996
Black Dawn,PS,1996,Simulation,Virgin Interactive,14606,25/02/1996
.hack//Link,PSP,2010,Role-Playing,Namco Bandai Games,14074,14/03/2010
Game of Thrones,PS3,2012,Role-Playing,Focus Home Interactive,11633,24/03/2012
Astonishia Story,PSP,2006,Role-Playing,Ubisoft,19177,06/08/2006
Sengoku Efuda Yuugi: Hototogisu Ran,PSP,2008,Misc,Irem Software Engineering,20905,27/10/2008
LEGO Star Wars: The Video Game,GBA,2005,Action,Eidos Interactive,6796,13/06/2005
Red Faction: Guerrilla,PC,2009,Shooter,THQ,19204,26/12/2009
Romance of the Three Kingdoms II,3DS,2015,Strategy,Tecmo Koei,19625,19/09/2015
LEGO Harry Potter: Years 5-7,PSV,2012,Action,Warner Bros. Interactive Entertainment,11928,03/07/2012
Worms,PS3,2009,Strategy,Sony Computer Entertainment,19562,10/09/2009
MVP Baseball 2005,PS2,2005,Sports,Electronic Arts,6215,19/04/2005
Star Ocean: The Second Story,PS,1998,Role-Playing,Sony Computer Entertainment,6868,16/07/1998
"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",DS,2008,Misc,D3Publisher,19984,24/03/2008
Phoenix Wright: Ace Attorney Trilogy,3DS,2014,Adventure,Capcom,20829,02/12/2014
Ratchet & Clank: Up Your Arsenal (Weekly american sales),PS2,2004,Platform,Sony Computer Entertainment,6466,21/06/2004
Bladestorm: Nightmare,XOne,2015,Action,Tecmo Koei,18215,21/09/2015
Tales of Symphonia,PS3,2013,Role-Playing,Namco Bandai Games,8721,02/11/2013
Age of Empires III: Complete Collection,PC,2009,Strategy,Microsoft Game Studios,13294,22/09/2009
Kouchuu Ouja Mushi King: Super Collection,DS,2007,Action,Sega,15191,05/05/2007
Gem Smashers,3DS,2011,Platform,Crave Entertainment,18536,23/11/2011
Disgaea 3: Absence of Detention,PSV,N/A,Role-Playing,Nippon Ichi Software,10870,01/01/2000
Castle Shikigami 2,PS2,2004,Shooter,Play It,20662,26/05/2004
Need For Speed: High Stakes,PS,1999,Racing,Electronic Arts,5687,17/11/1999
SD Gundam G Generation Wars,Wii,2009,Strategy,Namco Bandai Games,17739,08/07/2009
Langrisser V: The End of Legend,SAT,1998,Strategy,NCS,15853,08/04/1998
Happy Feet Two,Wii,N/A,Action,Warner Bros. Interactive Entertainment,16142,01/01/2000
Cabela's Dangerous Hunts 2,GC,2005,Sports,Activision,19149,01/10/2005
Arcade Hits: Frisky Tom,PS,2002,Action,Hamster Corporation,11150,26/10/2002
MediEvil,PS,1998,Platform,Sony Computer Entertainment,7501,03/02/1998
StarCraft II: Legacy of the Void,PC,2015,Strategy,Activision,8888,15/06/2015
SSX,PS3,2012,Sports,Electronic Arts,7227,22/04/2012
Jurassic: The Hunted,Wii,2009,Shooter,Activision,13780,21/01/2009
Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment,5553,13/01/2015
Just Dance Wii U,WiiU,2014,Misc,Nintendo,16236,20/06/2014
Orega Kantoku Da! Gekitou Pennant Race,PS2,2000,Sports,Enix Corporation,16345,21/07/2000
MLB Front Office Manager,PS3,2009,Sports,Take-Two Interactive,16621,28/07/2009
LEGO Star Wars III: The Clone Wars,Wii,2011,Action,LucasArts,5906,22/12/2011
Gormiti: The Lords of Nature!,Wii,2010,Adventure,Konami Digital Entertainment,18542,16/03/2010
New Play Control! Mario Power Tennis,Wii,2009,Sports,Nintendo,6275,21/08/2009
NBA Live 14,XOne,2013,Sports,Electronic Arts,12820,09/01/2013
Buzz! Junior: Jungle Party,PS2,2006,Misc,Sony Computer Entertainment,9748,26/04/2006
Scarface: The World is Yours,PS2,2006,Action,Vivendi Games,6693,06/10/2006
NBA 09: The Inside,PS2,2008,Sports,Sony Computer Entertainment,13440,20/12/2008
Sudokuro,DS,2007,Puzzle,Crave Entertainment,15355,04/05/2007
Company of Heroes,PC,2006,Strategy,THQ,18301,20/11/2006
Pachitte Chonmage Tatsujin 13: Pachinko Hissatsu Shigotojin III,PS2,2007,Misc,Hackberry,16277,21/10/2007
One Piece: Burning Blood,PS4,2016,Fighting,Namco Bandai Games,11124,02/03/2016
Petz: Hamsterz Bunch,PSP,2009,Simulation,Ubisoft,17186,12/12/2009
Backyard NFL Football '08,PS2,2007,Sports,Atari,17790,27/11/2007
Future Tactics: The Uprising,GC,2004,Strategy,JoWood Productions,20025,18/01/2004
Spider-Man: Friend or Foe,PC,2007,Action,Activision,21221,16/11/2007
Madden NFL 08,PS3,2007,Sports,Electronic Arts,7128,10/11/2007
Chaos;Child,PS3,2015,Adventure,5pb,21416,28/01/2015
ESPN NFL Football,PS2,2003,Sports,Sega,8608,13/02/2003
Minecraft: Story Mode,X360,2015,Adventure,Mojang,7285,21/05/2015
Young Justice: Legacy,3DS,2013,Action,Namco Bandai Games,19577,03/10/2013
Imabikisou,PS3,2007,Adventure,Sega,18761,26/02/2007
Shonen Jump's One Piece: Grand Adventure,GC,2006,Fighting,Namco Bandai Games,18875,28/06/2006
Ace Combat 3: Electrosphere,PS,1999,Simulation,Sony Computer Entertainment,7481,13/12/1999
NFL GameDay 2001,PS2,2000,Sports,Sony Computer Entertainment,10202,26/03/2000
Guitar Freaks,PS,1999,Simulation,Konami Digital Entertainment,11798,27/10/1999
T'ai Fu: Wrath of the Tiger,PS,1998,Action,Activision,13869,02/03/1998
The Legend of Spyro: Dawn of the Dragon,Wii,2008,Platform,Vivendi Games,8452,05/03/2008
Dark Cloud,PS2,2000,Role-Playing,Sony Computer Entertainment,6211,24/03/2000
Inversion,PS3,2012,Shooter,Namco Bandai Games,16963,08/12/2012
Harvest Moon DS Cute (jp sales),DS,2005,Simulation,Marvelous Interactive,15664,24/02/2005
Trials Fusion,XOne,2014,Racing,Ubisoft,11778,22/10/2014
Winter Sports 2: The Next Challenge,Wii,2008,Sports,RTL,9736,10/11/2008
Pony Friends 2,Wii,2009,Simulation,Eidos Interactive,15787,21/06/2009
Samurai Shodown,SNES,1994,Fighting,Takara,9815,24/10/1994
Crash Time: Autobahn Pusuit,X360,2008,Racing,RTL,19255,16/12/2008
The Sims: Superstar,PC,2003,Simulation,Electronic Arts,6078,03/07/2003
Spectrobes: Beyond the Portals,DS,2008,Role-Playing,Disney Interactive Studios,8828,01/11/2008
Farming Simulator 2013,PC,2012,Simulation,Focus Home Interactive,7102,07/08/2012
Ninja Blade,X360,2009,Action,Microsoft Game Studios,10441,03/12/2009
Command & Conquer,PS,1996,Strategy,Virgin Interactive,9864,20/08/1996
Trauma Team,Wii,N/A,Simulation,Unknown,13044,01/01/2000
Duke Nukem: Land of the Babes,PS,2000,Shooter,Atari,16669,21/04/2000
MotoGP 09/10,X360,2010,Racing,Capcom,13335,19/08/2010
Myst,PC,1994,Adventure,Red Orb,5521,03/10/1994
Test Drive Unlimited 2,PS3,N/A,Racing,Atari,8141,01/01/2000
Blade II,XB,2002,Action,Activision,14351,03/10/2002
NHL Powerplay 98,PS,1997,Sports,Virgin Interactive,17843,05/05/1997
Advance Wars: Dual Strike,DS,2005,Strategy,Nintendo,9804,17/11/2005
Your Shape featuring Jenny McCarthy,Wii,2009,Sports,Ubisoft,5756,01/12/2009
Let's Draw!,DS,2008,Misc,Ubisoft,8725,07/02/2008
Genji: Days of the Blade,PS3,2006,Action,Sony Computer Entertainment,7725,28/12/2006
